model_name,n_estimators,train_mse,valid_mse
F2_F1_plus_60inc_plus_stats,109,1.5515196569694342e-05,0.0005053772550979577
F2_F1_plus_60inc_plus_stats,110,1.558491344909987e-05,0.0005051400346124516
F2_F1_plus_60inc_plus_stats,111,1.5670567510704558e-05,0.000505098066550867
F2_F1_plus_60inc_plus_stats,112,1.5659140214149424e-05,0.0005044605305215904
F2_F1_plus_60inc_plus_stats,113,1.558409083394104e-05,0.0005043830951548764
F2_F1_plus_60inc_plus_stats,114,1.5594126302641692e-05,0.0005027113558875541
F2_F1_plus_60inc_plus_stats,115,1.5573808052088452e-05,0.0005004459883252813
F2_F1_plus_60inc_plus_stats,116,1.5517647264606175e-05,0.0005027391582822164
F2_F1_plus_60inc_plus_stats,117,1.5483925955136358e-05,0.0005035192296699906
F2_F1_plus_60inc_plus_stats,118,1.5493053224945754e-05,0.0005041888997216238
F2_F1_plus_60inc_plus_stats,119,1.545321267321492e-05,0.0005039674421134845
F2_F1_plus_60inc_plus_stats,120,1.5530785602709034e-05,0.0005038761185088491
F2_F1_plus_60inc_plus_stats,121,1.5539462762468192e-05,0.0005031017318685981
F2_F1_plus_60inc_plus_stats,122,1.5564179585079516e-05,0.0005016649618862236
F2_F1_plus_60inc_plus_stats,123,1.5588079138251525e-05,0.0005023518938300207
F2_F1_plus_60inc_plus_stats,124,1.5600708784130034e-05,0.0005005969182078017
F2_F1_plus_60inc_plus_stats,125,1.5611392731501295e-05,0.0004993876602843051
F2_F1_plus_60inc_plus_stats,126,1.5641494624804407e-05,0.0005001050340254945
F2_F1_plus_60inc_plus_stats,127,1.567885867721022e-05,0.0005000652501610566
F2_F1_plus_60inc_plus_stats,128,1.57065952744055e-05,0.0005006407622326912
F2_F1_plus_60inc_plus_stats,129,1.574786278806404e-05,0.0004997925642739924
F2_F1_plus_60inc_plus_stats,130,1.5739600643714395e-05,0.0005010139012922335
F2_F1_plus_60inc_plus_stats,131,1.5692808646845782e-05,0.00050049308334688
F2_F1_plus_60inc_plus_stats,132,1.567330034701384e-05,0.0005005127099429961
F2_F1_plus_60inc_plus_stats,133,1.564490511055602e-05,0.0004997013300438988
F2_F1_plus_60inc_plus_stats,134,1.5550593146640787e-05,0.0004984466832462851
F2_F1_plus_60inc_plus_stats,135,1.5565612553712422e-05,0.0004991838652076127
F2_F1_plus_60inc_plus_stats,136,1.5579775836669412e-05,0.0004975036324643422
F2_F1_plus_60inc_plus_stats,137,1.5554492890778885e-05,0.0004993541475940303
F2_F1_plus_60inc_plus_stats,138,1.5563796725498933e-05,0.0004990695389636451
